Unnamed: 0,qasrl_id,sentence,tokens,Unnamed: 0.1,len
557.0,DUC2005~!~d400b2~!~LA060890-0004~!~696,"Since 1987, however, Brazil has taken steps to dramatically reduce the destruction, including stepped-up enforcement and the elimination of tax incentives that led to large-scale land clearing.","Since 1987 , however , Brazil has taken steps to dramatically reduce the destruction , including stepped - up enforcement and the elimination of tax incentives that led to large - scale land clearing .",,
558.0,DUC2006~!~D0630~!~55,"To face competition from online marketing, the ABA has created its own online store for independent booksellers, Book Sense.","To face competition from online marketing , the ABA has created its own online store for independent booksellers , Book Sense .",,
559.0,TAC2011~!~D1122-A-CDEF~!~125~!~SCU,No call for Immediate repair,No call for Immediate repair,,
560.0,DUC2005~!~104.D366.M.250.I.6~!~60,"Other uses for cyanide are in galvanizing and other metal plating, in recovering silver from photographs and x-rays, and in fishing.","Other uses for cyanide are in galvanizing and other metal plating , in recovering silver from photographs and x - rays , and in fishing .",,
561.0,DUC2006~!~D0605e~!~NYT20000926.0123~!~1080,"His conclusion, outlined in an article earlier this year in the Journal of the American Medical Association, was that the overseas clinical trials do show that glucosamine and chondroitin reduce pain in osteoarthritis sufferers and are safe.","His conclusion , outlined in an article earlier this year in the Journal of the American Medical Association , was that the overseas clinical trials do show that glucosamine and chondroitin reduce pain in osteoarthritis sufferers and are safe .",,
562.0,DUC2006~!~D0650~!~3,"In 1982, former US president Jimmy Carter and his wife founded the Carter Center, devoted to observing countries and furthering their democracy and development, human rights issues, and public health.","In 1982 , former US president Jimmy Carter and his wife founded the Carter Center , devoted to observing countries and furthering their democracy and development , human rights issues , and public health .",,
563.0,DUC2005~!~107.D393.M.250.F.3~!~74,"Cases include bomb victim David Heffer; abused children Shantana Speake and Thomas Griffin; gunshot victims Gema Marie Hubler and Tanya Marie Rivera (only after giving birth); injury victims Tony Bland, Karen Eickholdt, Joel Christopher Banks, and Mark Weaver; stroke victim Estelle Browning; and cocaine-imbibing Maximo Rene Mendez.","Cases include bomb victim David Heffer ; abused children Shantana Speake and Thomas Griffin ; gunshot victims Gema Marie Hubler and Tanya Marie Rivera ( only after giving birth ) ; injury victims Tony Bland , Karen Eickholdt , Joel Christopher Banks , and Mark Weaver ; stroke victim Estelle Browning ; and cocaine - imbibing Maximo Rene Mendez .",,
564.0,DUC2007-update~!~D0711C-C~!~NYT20000403.0525~!~3,The company said it would appeal.,The company said it would appeal .,,
565.0,TAC2011~!~D1122-A-CDEF~!~8,Divers were looking for survivors and bodies.  ,Divers were looking for survivors and bodies .  ,,
566.0,DUC2005~!~115.D632.M.250.I.7~!~104,"Low cost mines in Indonesia, Brazil, and China outsold Malaysia, raising surpluses and lowering prices.","Low cost mines in Indonesia , Brazil , and China outsold Malaysia , raising surpluses and lowering prices .",,
567.0,DUC2006~!~D0620~!~36,"External safety measures include security checks by armed officers assigned to the schools, student identification cards, random locker inspections, metal detectors, panic buttons in the classrooms, video cameras on school buses, and erection of fences, increased lighting, and trimming of shrubbery around the school.","External safety measures include security checks by armed officers assigned to the schools , student identification cards , random locker inspections , metal detectors , panic buttons in the classrooms , video cameras on school buses , and erection of fences , increased lighting , and trimming of shrubbery around the school .",,
568.0,TAC2011~!~D1104-B-ABDH~!~7,"Several law suits, including a class action suit have been filed by pet owners whose pets died.  ","Several law suits , including a class action suit have been filed by pet owners whose pets died .  ",,
569.0,DUC2006~!~D0614~!~31,The movement for separation of Quebec from Canada began in the 1960's leading to the first referendum in the province in May 1980 when 40% voted for independence.,The movement for separation of Quebec from Canada began in the 1960 's leading to the first referendum in the province in May 1980 when 40 % voted for independence .,,
570.0,DUC2006~!~D0627~!~9,African orphans are almost ignored.,African orphans are almost ignored .,,
571.0,TAC2011~!~D1101-A-ABCD~!~17,"On October 2, 2006, a gunman, Charles Roberts, entered an Amish school near Lancaster, PA, took the children hostage, killed five girls and wounded seven other children before killing himself.  ","On October 2 , 2006 , a gunman , Charles Roberts , entered an Amish school near Lancaster , PA , took the children hostage , killed five girls and wounded seven other children before killing himself .  ",,
572.0,TAC2008~!~D0818-B~!~LTW_ENG_20050311.0001~!~17,The killer broke into U.S. District Judge Joan H. Lefkow's house and hid in a utility closet.,The killer broke into U.S. District Judge Joan H. Lefkow 's house and hid in a utility closet .,,
573.0,DUC2005~!~109.D407.M.250.B.21~!~91,It is encouraging outside financial support to fund elephant protection programs within aid packages.,It is encouraging outside financial support to fund elephant protection programs within aid packages .,,
574.0,TAC2008~!~D0823-B-ACDH~!~14,Yushchenko deferred criminal investigations until after the repeat election December 26.,Yushchenko deferred criminal investigations until after the repeat election December 26 .,,
575.0,DUC2007-update~!~D0736-A-GHIJ~!~15,She remains a proponent of inspirational reading.,She remains a proponent of inspirational reading .,,
576.0,DUC2006~!~D0601a~!~APW20000330.0197~!~94,"Federal programs distributed to American Indians based on census data include the Native American Employment and Training Programs, grants to local education agencies for Indian education, and family violence prevention and services.","Federal programs distributed to American Indians based on census data include the Native American Employment and Training Programs , grants to local education agencies for Indian education , and family violence prevention and services .",,
577.0,TAC2008~!~D0802-B~!~AFP_ENG_20051110.0526~!~10,"The Arctic's atmosphere is warming twice as fast as elsewhere on earth, and experts have warned that the region's ice could melt away completely by the end of this century, endangering many animal species and the traditional lifestyle of Inuits and Lapplanders.","The Arctic 's atmosphere is warming twice as fast as elsewhere on earth , and experts have warned that the region 's ice could melt away completely by the end of this century , endangering many animal species and the traditional lifestyle of Inuits and Lapplanders .",,
578.0,DUC2005~!~d695c~!~LA112290-0144~!~882,"But in those cases, the defendants had fully cooperated with the government before their sentencing, turning in prominent former business associates.","But in those cases , the defendants had fully cooperated with the government before their sentencing , turning in prominent former business associates .",,
579.0,DUC2007~!~D0705-AGHJ~!~11,ETA declared an open-ended cease-fire.,ETA declared an open - ended cease - fire .,,
580.0,TAC2008~!~D0805-A-ABCF~!~21,"Of 40 million elderly Medicare beneficiaries, 28 million will enter Part D.","Of 40 million elderly Medicare beneficiaries , 28 million will enter Part D.",,
581.0,TAC2008~!~D0806-B-AEGH~!~15,Florida lawmakers refused to intervene in her case.,Florida lawmakers refused to intervene in her case .,,
582.0,DUC2006~!~D0601~!~13,"Reservations can set up casinos, bringing jobs and money.","Reservations can set up casinos , bringing jobs and money .",,
583.0,DUC2005~!~d400b~!~LA040789-0077~!~621,"Features of the plan include the creation of a national fund for environmental protection, suspension of subsidies for cattle ranchers in the Amazon Basin and new controls on pesticides.","Features of the plan include the creation of a national fund for environmental protection , suspension of subsidies for cattle ranchers in the Amazon Basin and new controls on pesticides .",,
584.0,DUC2007-update~!~D0727G-C~!~NYT19991217.0218~!~76,"With the agreement, Newt and Marianne Gingrich end a tense legal standoff and avoid a potentially embarrassing public divorce trial.","With the agreement , Newt and Marianne Gingrich end a tense legal standoff and avoid a potentially embarrassing public divorce trial .",,
585.0,DUC2007-update~!~D0740I-B~!~APW19990319.0175~!~130,One of two exhausted balloonists trying to become the first to circle the globe nonstop sobbed with joy and relief Friday when he was told they have enough fuel to reach the finish line in Africa.,One of two exhausted balloonists trying to become the first to circle the globe nonstop sobbed with joy and relief Friday when he was told they have enough fuel to reach the finish line in Africa .,,
586.0,DUC2005~!~d376e~!~FT922-12921~!~99,A renewed Libyan offer to yield the two suspects to a 'neutral' party was expected to be dismissed by the Security Council.,A renewed Libyan offer to yield the two suspects to a ' neutral ' party was expected to be dismissed by the Security Council .,,
587.0,DUC2005~!~104.D366.M.250.I.6~!~89,Diversion of water for leaching destroys wildlife habitats.,Diversion of water for leaching destroys wildlife habitats .,,
588.0,DUC2007~!~D0743-BHIJ~!~14,The refinery fire was controlled.,The refinery fire was controlled .,,
589.0,DUC2007~!~D0706-BDEI~!~52,Myanmar has continued to be a principal source heroin and has been identified as a source of the stimulant methamphetamine smuggled into Thailand.,Myanmar has continued to be a principal source heroin and has been identified as a source of the stimulant methamphetamine smuggled into Thailand .,,
590.0,DUC2005~!~107.D393.M.250.F.3~!~5,"Frequently, patients are victims of accidents or crime, such as David Heffer, Tony Bland, Mark Weaver, and Karen Eickholdt.","Frequently , patients are victims of accidents or crime , such as David Heffer , Tony Bland , Mark Weaver , and Karen Eickholdt .",,
591.0,DUC2007~!~D0734~!~XIE19981112.0329~!~729,"One study found that moxibustion, a traditional Chinese therapy in which a herb, Artemisia vulgaris, was burned next to an acupuncture point on the toe, proved safe and effective for stimulating fetuses in the wombs of pregnant women to turn over from a breech position to a head-first position, which is safer for delivery.","One study found that moxibustion , a traditional Chinese therapy in which a herb , Artemisia vulgaris , was burned next to an acupuncture point on the toe , proved safe and effective for stimulating fetuses in the wombs of pregnant women to turn over from a breech position to a head - first position , which is safer for delivery .",,
592.0,TAC2008~!~D0810-B~!~NYT_ENG_20041218.0026~!~199,"The directors of Fannie Mae, the big mortgage finance company, will meet Sunday to consider the fate of two senior executives who signed off on financial statements that violated accounting rules, people close to the company said Friday.","The directors of Fannie Mae , the big mortgage finance company , will meet Sunday to consider the fate of two senior executives who signed off on financial statements that violated accounting rules , people close to the company said Friday .",,
593.0,DUC2007~!~D0704-AHIJ~!~15,Examples of Amnesty International initiatives over the past 10 years include: involvement in the Israeli/Palestinian conflict in an attempt to ensure that human rights guarantees be mutually respected; focus on perceived human rights abuses in warring African countries; bringing charges of racism and brutality to bear on police in Europe; bringing attention to persistent human rights violations in Russia; advocating for an impartial retrial for a leader of the Landless Rural Workers Movement in Brazil.,Examples of Amnesty International initiatives over the past 10 years include : involvement in the Israeli / Palestinian conflict in an attempt to ensure that human rights guarantees be mutually respected ; focus on perceived human rights abuses in warring African countries ; bringing charges of racism and brutality to bear on police in Europe ; bringing attention to persistent human rights violations in Russia ; advocating for an impartial retrial for a leader of the Landless Rural Workers Movement in Brazil .,,
594.0,DUC2007-update~!~D0743-B-BHIJ~!~15,"The epicenter of the tremors was near Izmit, east of Istanbul.","The epicenter of the tremors was near Izmit , east of Istanbul .",,
595.0,DUC2006~!~D0628~!~3,"ADHD, a common psychiatric illness that affects 3-9% of all children, is difficult to diagnose because there is no easy test like a blood test.","ADHD , a common psychiatric illness that affects 3 - 9 % of all children , is difficult to diagnose because there is no easy test like a blood test .",,
596.0,TAC2011~!~D1138-A-ABGH~!~8,US organ transplant guidelines are being changed to allowed heart transplants for infants with different blood types.  ,US organ transplant guidelines are being changed to allowed heart transplants for infants with different blood types .  ,,
597.0,TAC2011~!~D1120-A-ABDH~!~7,Some experts say they might never refill.  ,Some experts say they might never refill .  ,,
598.0,DUC2005~!~104.D366.M.250.I.6~!~109,"Flora, fauna and humans die from direct contact with concentrated waste; which then flows into tributaries, rivers, lakes and reservoirs, resulting in massive kills of fish, animals and plants, and corrosion of irrigation equipment even 17 miles or more down stream, before cyanide is diluted or deactivated by sunlight.","Flora , fauna and humans die from direct contact with concentrated waste ; which then flows into tributaries , rivers , lakes and reservoirs , resulting in massive kills of fish , animals and plants , and corrosion of irrigation equipment even 17 miles or more down stream , before cyanide is diluted or deactivated by sunlight .",,
599.0,DUC2005~!~110.D413.M.250.A.1~!~22,"Mini-mills make steel by melting scrap metal in small electric arc furnaces, avoiding the expensive process of making pig iron and reducing the number of manufacturing steps.","Mini - mills make steel by melting scrap metal in small electric arc furnaces , avoiding the expensive process of making pig iron and reducing the number of manufacturing steps .",,
600.0,DUC2005~!~110.D413.M.250.A.1~!~70,"Non-US companies employing or planning the technology are SMS in Germany, AHV in Bilbao, Spain.","Non - US companies employing or planning the technology are SMS in Germany , AHV in Bilbao , Spain .",,
601.0,DUC2005~!~119.D683.M.250.J.7~!~36,The Slovaks had long been resentful of the Czech-dominated federal government and the two parts of the country could not agree on a political basis for their existence as a single country.,The Slovaks had long been resentful of the Czech - dominated federal government and the two parts of the country could not agree on a political basis for their existence as a single country .,,
602.0,DUC2006~!~D0647~!~26,"The relatives challenged the INS ruling, then appealed their suit's dismissal.","The relatives challenged the INS ruling , then appealed their suit 's dismissal .",,
603.0,DUC2005~!~d311i~!~FT933-11211~!~246,"Concern over the case soared yesterday following claims this week from Mr Ferdinand Piech, VW chairman, that he was at war with GM, and indirect allegations that incriminating evidence against Mr Lopez and his colleagues had been planted.","Concern over the case soared yesterday following claims this week from Mr Ferdinand Piech , VW chairman , that he was at war with GM , and indirect allegations that incriminating evidence against Mr Lopez and his colleagues had been planted .",,
604.0,DUC2005~!~d324e~!~FT911-3135~!~0,ARGENTINA is seeking UK expertise to help with the next stages of its ambitious privatisation programme.,ARGENTINA is seeking UK expertise to help with the next stages of its ambitious privatisation programme .,,
605.0,DUC2006~!~D0647b~!~APW20000628.0270~!~99,March 21 -- U.S. District Judge K. Michael Moore dismisses lawsuit; Miami relatives appeal.,March 21 -- U.S. District Judge K. Michael Moore dismisses lawsuit ; Miami relatives appeal .,,
606.0,DUC2006~!~D0614~!~5,"The Quebec Premier resigned and the new leader, Lucien Bouchard, vowed to keep the independence movement alive.","The Quebec Premier resigned and the new leader , Lucien Bouchard , vowed to keep the independence movement alive .",,
607.0,TAC2011~!~D1134-A-ADFH~!~21,Researchers halted two studies of an anti-AIDS vaginal gel after early results suggested it raised the risk of infection.,Researchers halted two studies of an anti - AIDS vaginal gel after early results suggested it raised the risk of infection .,,
608.0,DUC2006~!~D0645i~!~NYT19991115.0339~!~573,"Under Kerry's proposal, the housing trust fund would be used to expand rental housing for families, preserve and renovate existing affordable housing, and increase subsidized housing and assisted living for elderly, whose numbers are expected to grow dramatically in the next 20 years.","Under Kerry 's proposal , the housing trust fund would be used to expand rental housing for families , preserve and renovate existing affordable housing , and increase subsidized housing and assisted living for elderly , whose numbers are expected to grow dramatically in the next 20 years .",,
609.0,DUC2007~!~D0727-AFGH~!~17,In May 1999 Newt Gingrich told his wife he was seeing another woman and wanted a divorce.,In May 1999 Newt Gingrich told his wife he was seeing another woman and wanted a divorce .,,
610.0,TAC2011~!~D1131-A-DEFH~!~26,"Because of their ecological importance, researchers are trying to devise ways to restore damaged reefs, including planting farm-grown corals on depleted reefs.","Because of their ecological importance , researchers are trying to devise ways to restore damaged reefs , including planting farm - grown corals on depleted reefs .",,
611.0,DUC2007~!~D0729~!~NYT19980714.0307~!~166,And he sounded reassured by the discovery that Rudolph apparently spent the last five months in the hills of western North Carolina.,And he sounded reassured by the discovery that Rudolph apparently spent the last five months in the hills of western North Carolina .,,
612.0,DUC2007~!~D0706-BDEI~!~3,In 1990 Nobel Peace Prize winner Aung San Suu Kyi's National League for Democracy won an 82% parliamentary majority in Myanmar (formerly Burma).,In 1990 Nobel Peace Prize winner Aung San Suu Kyi 's National League for Democracy won an 82 % parliamentary majority in Myanmar ( formerly Burma ) .,,
613.0,DUC2005~!~101.D311.M.250.I.7~!~13,The case reached the highest levels in both countries including the US Justice Dept. and the FBI investigating mail and wire fraud.,The case reached the highest levels in both countries including the US Justice Dept . and the FBI investigating mail and wire fraud .,,
614.0,DUC2005~!~119.D683.M.250.J.7~!~100,"Following the downfall of Communism there was a superficial unity in Czechoslovakia, but disputes began.","Following the downfall of Communism there was a superficial unity in Czechoslovakia , but disputes began .",,
615.0,DUC2007~!~D0703~!~XIE19960403.0306~!~63,The institute requires the design of the Euro to include five languages of the European Union together with the symbol of the EU -- 12 stars in a ring.,The institute requires the design of the Euro to include five languages of the European Union together with the symbol of the EU -- 12 stars in a ring .,,
616.0,DUC2007-update~!~D0706B-C~!~XIE19990501.0181~!~35,"A total of 26 members of various anti-government armed groups surrendered to the Myanmar government in March, official newspaper The New Light of Myanmar reported Saturday.","A total of 26 members of various anti - government armed groups surrendered to the Myanmar government in March , official newspaper The New Light of Myanmar reported Saturday .",,
617.0,DUC2005~!~d431h~!~FT932-769~!~604,"So far, only 'passive' robots have been used for this type of surgery.","So far , only ' passive ' robots have been used for this type of surgery .",,
618.0,DUC2005~!~d654f~!~LA111890-0078~!~1063,"La Salle is a Catholic School run by the Christian Brothers, and officials have cited a desire to offer an alternative to mostly single-sex Catholic high schools, as well as broadening their enrollment base, as reasons for going co-ed.","La Salle is a Catholic School run by the Christian Brothers , and officials have cited a desire to offer an alternative to mostly single - sex Catholic high schools , as well as broadening their enrollment base , as reasons for going co - ed .",,
619.0,TAC2011~!~D1122-A-CDEF~!~5,The governor said the bridge had been inspected and had no major problems.  ,The governor said the bridge had been inspected and had no major problems .  ,,
620.0,DUC2005~!~d413a~!~FT921-10554~!~32,"In the US the main complicating factor has been the rise of the low cost mini-mills, which combine new technology electric arc furnaces with non-union labour, innovative payment systems and wafer-thin management layers, to produce low cost steel especially for the construction industry.","In the US the main complicating factor has been the rise of the low cost mini - mills , which combine new technology electric arc furnaces with non - union labour , innovative payment systems and wafer - thin management layers , to produce low cost steel especially for the construction industry .",,
621.0,TAC2011~!~D1131-A-DEFH~!~12~!~SCU,Reefs are threatened by destructive fishing methods,Reefs are threatened by destructive fishing methods,,
622.0,DUC2006~!~D0608h~!~APW20000209.0099~!~141,"Another safety agency, the National Transportation Safety Board, called attention to the problem of wrongly installed seats, urging creation of a network of permanent ""fitting stations"" for child seats that the government, automakers and private safety agencies would operate jointly.","Another safety agency , the National Transportation Safety Board , called attention to the problem of wrongly installed seats , urging creation of a network of permanent "" fitting stations "" for child seats that the government , automakers and private safety agencies would operate jointly .",,
623.0,TAC2011~!~D1139-B-CDFG~!~14,"The pirates demand $25 million ransom, with a 10-day deadline.  ","The pirates demand $ 25 million ransom , with a 10-day deadline .  ",,
624.0,TAC2008~!~D0813-A~!~LTW_ENG_20050107.0133~!~21,"Alleging that dead people, felons and other ineligible voters cast ballots in Washington state's tortuously close election for governor, the Republican candidate filed a lawsuit Friday, seeking the extraordinary remedy of a new election.","Alleging that dead people , felons and other ineligible voters cast ballots in Washington state 's tortuously close election for governor , the Republican candidate filed a lawsuit Friday , seeking the extraordinary remedy of a new election .",,
625.0,TAC2011~!~D1139-A-CDFG~!~14,Piracy is the biggest economy in Somalia.    ,Piracy is the biggest economy in Somalia .    ,,
626.0,DUC2007~!~D0704-AHIJ~!~6,"Targets of AI complaints claim the organization ignores efforts towards reform, exaggerates abuses by forces of law and order, interferes in internal affairs of sovereign states, supports opposition groups, and sows seeds of hatred against the government among the population.","Targets of AI complaints claim the organization ignores efforts towards reform , exaggerates abuses by forces of law and order , interferes in internal affairs of sovereign states , supports opposition groups , and sows seeds of hatred against the government among the population .",,
627.0,TAC2008~!~D0819-A-BCDF~!~3,"Rioting by young Muslim men broke out in a Paris suburb on the night of Oct. 27, 2005.","Rioting by young Muslim men broke out in a Paris suburb on the night of Oct. 27 , 2005 .",,
628.0,TAC2008~!~D0828-B~!~NYT_ENG_20050304.0016~!~63,"Martha Stewart, the billionaire entrepreneur who was convicted a year ago of lying to federal investigators, left prison early Friday in Alderson, W.Va., after serving a five-month sentence.","Martha Stewart , the billionaire entrepreneur who was convicted a year ago of lying to federal investigators , left prison early Friday in Alderson , W.Va . , after serving a five - month sentence .",,
629.0,DUC2005~!~108.D400.M.250.B.7~!~32,"Extractive reserves have been formed for managed harvesting of timber, rubber, Brazil nuts, and medicinal plants without deforestation.","Extractive reserves have been formed for managed harvesting of timber , rubber , Brazil nuts , and medicinal plants without deforestation .",,
630.0,DUC2007~!~D0705-AGHJ~!~17,By September 2000 twelve more ETA-related killings were recorded and French authorities had arrested the Chief of ETA.,By September 2000 twelve more ETA - related killings were recorded and French authorities had arrested the Chief of ETA .,,
631.0,TAC2011~!~D1144-A-CDGH~!~14~!~SCU,Recalled toys were made in China,Recalled toys were made in China,,
632.0,DUC2007~!~D0727~!~APW19991007.0146~!~64,"Mrs. Gingrich's attorney, John Mayoue, has denied the allegations.","Mrs. Gingrich 's attorney , John Mayoue , has denied the allegations .",,
633.0,DUC2006~!~D0608~!~15,"Finally the installation and analysis of ""black boxes"" that record data in the last seconds before a crash will allow engineers to better understand crashes and the causes of injuries.","Finally the installation and analysis of "" black boxes "" that record data in the last seconds before a crash will allow engineers to better understand crashes and the causes of injuries .",,
634.0,DUC2007-update~!~D0743J-A~!~XIE19990820.0250~!~244,"The death toll from the powerful earthquake in Turkey has risen to 7,085, with 33,559 injured, the government crisis center said early Friday, two days after the quake hit the northwestern part of the country.","The death toll from the powerful earthquake in Turkey has risen to 7,085 , with 33,559 injured , the government crisis center said early Friday , two days after the quake hit the northwestern part of the country .",,
635.0,DUC2006~!~D0629~!~11,"The Chernobyl, also called CIH, virus could erase a computer's hard drive attacked computers using Windows 95 and 98.","The Chernobyl , also called CIH , virus could erase a computer 's hard drive attacked computers using Windows 95 and 98 .",,
636.0,DUC2005~!~101.D311.M.250.I.7~!~41,"In July, the U.S. Justice Department announced it was investigating the Lopez case.","In July , the U.S. Justice Department announced it was investigating the Lopez case .",,
637.0,DUC2005~!~115.D632.M.250.I.7~!~106,"By 1993 China and Brazil were major tin producers and, as non-members of the ATCP, were stockpiling and exporting vast amounts of tin, driving the price down.","By 1993 China and Brazil were major tin producers and , as non - members of the ATCP , were stockpiling and exporting vast amounts of tin , driving the price down .",,
638.0,TAC2011~!~D1139-B-CDFG~!~6,NATO doesn't view piracy as an objective for its sea patrols.  ,NATO does n't view piracy as an objective for its sea patrols .  ,,
639.0,DUC2007~!~D0711~!~NYT19990606.0082~!~97,The testimony and cross-examination of Norris will focus on a crucial allegation in the antitrust suit against Microsoft by the Justice Department and 19 states - that Microsoft uses the price it charges PC makers for its industry-standard Windows operating system to insure that they promote Microsoft software over competing software.,The testimony and cross - examination of Norris will focus on a crucial allegation in the antitrust suit against Microsoft by the Justice Department and 19 states - that Microsoft uses the price it charges PC makers for its industry - standard Windows operating system to insure that they promote Microsoft software over competing software .,,
640.0,DUC2007~!~D0704~!~APW19980601.0348~!~9,Evans said Amnesty International has provided the government with a preliminary analysis of the human rights situation in Russia and some 51 proposals for meeting international standards.,Evans said Amnesty International has provided the government with a preliminary analysis of the human rights situation in Russia and some 51 proposals for meeting international standards .,,
641.0,DUC2007~!~D0729-AGHJ~!~36,"Six months later, Rudolph was identified by a food store owner near Nantahale Lake in Western North Carolina not far from where he first lived.","Six months later , Rudolph was identified by a food store owner near Nantahale Lake in Western North Carolina not far from where he first lived .",,
642.0,TAC2008~!~D0814-A-CEFH~!~15,"Libya and the African Union have invited Sudanese President Omar al-Beshir to attend a mini-summit in Libya on October 21st with Chad, Egypt and Nigeria.","Libya and the African Union have invited Sudanese President Omar al - Beshir to attend a mini - summit in Libya on October 21st with Chad , Egypt and Nigeria .",,
643.0,DUC2006~!~D0608~!~39,"Researchers have suggested using ""black boxes"" in cars like those used in aircraft to record data pertinent to an auto crash to lead to safety improvements.","Researchers have suggested using "" black boxes "" in cars like those used in aircraft to record data pertinent to an auto crash to lead to safety improvements .",,
644.0,DUC2006~!~D0601a~!~APW19990707.0181~!~9,"Twenty-nine percent are homeless, and 59 percent live in substandard housing.","Twenty - nine percent are homeless , and 59 percent live in substandard housing .",,
645.0,DUC2007~!~D0718~!~NYT19990611.0360~!~309,Schultz's Seattle-based Starbucks Coffee Co. and Johnson's Los Angeles-based Johnson Development Corp. have recently opened similar Starbucks coffee stores in West Los Angeles and New York's Harlem.,Schultz 's Seattle - based Starbucks Coffee Co. and Johnson 's Los Angeles - based Johnson Development Corp. have recently opened similar Starbucks coffee stores in West Los Angeles and New York 's Harlem .,,
646.0,TAC2011~!~D1110-B-BDEH~!~21,"The Chinese government accepted offers from Russia, the Republic of Korea and Singapore to send rescue professionals.  ","The Chinese government accepted offers from Russia , the Republic of Korea and Singapore to send rescue professionals .  ",,
647.0,DUC2007~!~D0710~!~XIE20000324.0149~!~338,The two were released six months later.,The two were released six months later .,,
648.0,TAC2011~!~D1132-B-ACFH~!~13~!~SCU,Steps taken worldwide to preserve world turtle populations,Steps taken worldwide to preserve world turtle populations,,
649.0,DUC2007~!~D0740~!~NYT19990320.0251~!~293,"EST Saturday, the two balloonists crossed the line of longitude from which they had departed on March 1 at Chateau D'Oex, Switzerland, officially earning them the long-sought title of the first balloon circumnavigation of the globe, as well as a $1 million prize.","EST Saturday , the two balloonists crossed the line of longitude from which they had departed on March 1 at Chateau D'Oex , Switzerland , officially earning them the long - sought title of the first balloon circumnavigation of the globe , as well as a $ 1 million prize .",,
650.0,TAC2008~!~D0802-B~!~AFP_ENG_20051021.0151~!~160,"US and European scientists fear the collapse of ice shelves in Greenland and Antarctica will raise ocean levels faster than estimated, said a report published Friday in the journal Science.","US and European scientists fear the collapse of ice shelves in Greenland and Antarctica will raise ocean levels faster than estimated , said a report published Friday in the journal Science .",,
651.0,TAC2011~!~D1144-B-CDGH~!~13,His best friend supplied his factory with the lead-tainted paint that prompted the recalls.  ,His best friend supplied his factory with the lead - tainted paint that prompted the recalls .  ,,
652.0,DUC2007~!~D0716-CDEF~!~14,"In 1996, Energy Resources Australia (ERA) requested approval for the Jabiluka uranium mine on the edge of the Kakadu National Park in the Northern Territory.","In 1996 , Energy Resources Australia ( ERA ) requested approval for the Jabiluka uranium mine on the edge of the Kakadu National Park in the Northern Territory .",,
653.0,TAC2008~!~D0844-B~!~AFP_ENG_20051027.0525~!~71,Conservative Senator Trent Lott meanwhile agreed that there had been insufficient legwork by the White House leading up to the announcement of Miers's nomination.,Conservative Senator Trent Lott meanwhile agreed that there had been insufficient legwork by the White House leading up to the announcement of Miers 's nomination .,,
654.0,TAC2008~!~D0804-B~!~NYT_ENG_20051004.0128~!~364,Critics say the proposal for pet evacuation goes too far.,Critics say the proposal for pet evacuation goes too far .,,
655.0,DUC2006~!~D0628a~!~NYT19991130.0048~!~364,"What Furman was treating himself for, he found out, was a psychiatric condition most often associated with children - attention deficit hyperactivity disorder.","What Furman was treating himself for , he found out , was a psychiatric condition most often associated with children - attention deficit hyperactivity disorder .",,
656.0,DUC2005~!~102.D324.M.250.E.1~!~106,The return to normal relations between the United Kingdom and Argentina has been gradual since the end of the 1982 Falklands War.,The return to normal relations between the United Kingdom and Argentina has been gradual since the end of the 1982 Falklands War .,,
657.0,TAC2011~!~D1137-B-BEFG~!~13,"Investigators believe a piece of nylon webbing may have failed while hoisting a six-ton piece of steel, causing the failure.","Investigators believe a piece of nylon webbing may have failed while hoisting a six - ton piece of steel , causing the failure .",,
658.0,TAC2008~!~D0834-A~!~APW_ENG_20050922.0072~!~187,"Eight Dover families are suing the school district, alleging that the policy violates the constitutional separation of church and state.","Eight Dover families are suing the school district , alleging that the policy violates the constitutional separation of church and state .",,
659.0,TAC2008~!~D0805-A-ABCF~!~24,"Medicare patients can obtain the drug benefit, which becomes effective January 1, 2006, through two types of private plans: a prescription drug plan (PDP) or a Medicare Advantage plan (MA).","Medicare patients can obtain the drug benefit , which becomes effective January 1 , 2006 , through two types of private plans : a prescription drug plan ( PDP ) or a Medicare Advantage plan ( MA ) .",,
660.0,DUC2007~!~D0721-BCEG~!~54,The extreme brutality of the crime aroused the gay community and candlelight vigils and demonstrations were held at several locations across the nation.,The extreme brutality of the crime aroused the gay community and candlelight vigils and demonstrations were held at several locations across the nation .,,
661.0,DUC2007~!~D0703~!~XIE19980421.0323~!~96,"Private investors are set to benefit from the 1999 introduction of the single European currency, the euro, thanks to expanded investment opportunities, reduced currency risks, and rising competitions, the German central bank Bundesbank said Monday.","Private investors are set to benefit from the 1999 introduction of the single European currency , the euro , thanks to expanded investment opportunities , reduced currency risks , and rising competitions , the German central bank Bundesbank said Monday .",,
662.0,DUC2007~!~D0724-ABCF~!~30,Populations gain weight as they abandon traditional lower-calorie diets for prosperous modern diets with more calories.,Populations gain weight as they abandon traditional lower - calorie diets for prosperous modern diets with more calories .,,
663.0,TAC2011~!~D1132-B-ACFH~!~12,"Scientists will meet in Malaysia from July 17 to 21, 2007 to develop a worldwide conservation plan for sea turtles.","Scientists will meet in Malaysia from July 17 to 21 , 2007 to develop a worldwide conservation plan for sea turtles .",,
664.0,TAC2011~!~D1121-A-BCDG~!~10~!~SCU,Vick is barred from training camp,Vick is barred from training camp,,
